season,lg,type,number_tm,position,player,age,tm,pts_won,pts_max,share,x1st_tm,x2nd_tm,x3rd_tm,seas_id,player_id
1975,NBA,All-NBA,2nd,G,Jo Jo White,28.0,BOS,,18.0,,,,,6277,1197
1975,NBA,All-NBA,2nd,F,Spencer Haywood,25.0,SEA,,18.0,,,,,6428,1226
1975,NBA,All-NBA,2nd,C,Dave Cowens,26.0,BOS,,18.0,,,,,6156,1260
1975,NBA,All-NBA,2nd,G,Phil Chenier,24.0,WSB,,18.0,,,,,6388,1394
1975,ABA,All-ABA,2nd,G,Brian Taylor,,,,,,,,,6112,1427
1975,ABA,All-ABA,2nd,F,George Gervin,,,,,,,,,6216,1447
1975,ABA,All-ABA,2nd,G,James Silas,,,,,,,,,6248,1453
1975,ABA,All-ABA,2nd,C,Swen Nater,,,,,,,,,6445,1541
1975,ABA,All-ABA,2nd,F,Marvin Barnes,,,,,,,,,6345,1601
1974,NBA,All-NBA,1st,G,Walt Frazier,28.0,NYK,15.0,17.0,0.899,,,,6047,1061
1974,NBA,All-NBA,1st,C,Kareem Abdul-Jabbar,26.0,MIL,15.0,17.0,0.855,,,,5882,1204
1974,NBA,All-NBA,1st,F,John Havlicek,33.0,BOS,12.0,17.0,0.718,,,,5859,778
1974,NBA,All-NBA,1st,G,Gail Goodrich,30.0,LAL,11.0,17.0,0.649,,,,5778,848
1974,NBA,All-NBA,1st,F,Rick Barry,29.0,GSW,10.0,17.0,0.587,,,,5983,856
1974,ABA,All-ABA,1st,G,Jimmy Jones,,,,,,,,,5838,983
1974,ABA,All-ABA,1st,G,Mack Calvin,,,,,,,,,5916,1214
1974,ABA,All-ABA,1st,C,Artis Gilmore,,,,,,,,,5653,1338
1974,ABA,All-ABA,1st,F,George McGinnis,,,,,,,,,5795,1362
1974,ABA,All-ABA,1st,F,Julius Erving,,,,,,,,,5879,1381
1974,NBA,All-NBA,2nd,F,Elvin Hayes,28.0,CAP,9.0,17.0,0.553,,,,5768,1101
1974,NBA,All-NBA,2nd,F,Spencer Haywood,24.0,SEA,8.0,17.0,0.483,,,,6014,1226
1974,NBA,All-NBA,2nd,C,Bob McAdoo,22.0,BUF,7.0,17.0,0.388,,,,5681,1424
1974,NBA,All-NBA,2nd,G,Dave Bing,30.0,DET,6.0,17.0,0.351,,,,5731,869
1974,NBA,All-NBA,2nd,G,Norm Van Lier,26.0,CHI,3.0,17.0,0.201,,,,5953,1219
1974,ABA,All-ABA,2nd,G,Louie Dampier,,,,,,,,,5911,1008
1974,ABA,All-ABA,2nd,G,Ron Boone,,,,,,,,,5994,1141
1974,ABA,All-ABA,2nd,F,Willie Wise,,,,,,,,,6061,1236
1974,ABA,All-ABA,2nd,F,Dan Issel,,,,,,,,,5729,1259
1974,ABA,All-ABA,2nd,C,Swen Nater,,,,,,,,,6027,1541
1973,NBA,All-NBA,1st,G,Tiny Archibald,24.0,KCO,16.0,17.0,0.932,,,,5609,1329
1973,NBA,All-NBA,1st,F,John Havlicek,32.0,BOS,16.0,17.0,0.925,,,,5459,778
1973,NBA,All-NBA,1st,G,Jerry West,34.0,LAL,13.0,17.0,0.78,,,,5431,710
1973,NBA,All-NBA,1st,F,Spencer Haywood,23.0,SEA,13.0,17.0,0.742,,,,5590,1226
1973,NBA,All-NBA,1st,C,Kareem Abdul-Jabbar,25.0,MIL,11.0,17.0,0.637,,,,5481,1204
1973,ABA,All-ABA,1st,F,Billy Cunningham,,,,,,,,,5247,842
1973,ABA,All-ABA,1st,G,Jimmy Jones,,,,,,,,,5444,983
1973,ABA,All-ABA,1st,G,Warren Jabali,,,,,,,,,5632,1153
1973,ABA,All-ABA,1st,C,Artis Gilmore,,,,,,,,,5229,1338
1973,ABA,All-ABA,1st,F,Julius Erving,,,,,,,,,5478,1381
1973,NBA,All-NBA,2nd,G,Walt Frazier,27.0,NYK,12.0,17.0,0.68,,,,5623,1061
1973,NBA,All-NBA,2nd,C,Dave Cowens,24.0,BOS,10.0,17.0,0.609,,,,5316,1260
1973,NBA,All-NBA,2nd,G,Pete Maravich,25.0,ATL,5.0,17.0,0.298,,,,5553,1315
1973,NBA,All-NBA,2nd,F,Elvin Hayes,27.0,BAL,5.0,17.0,0.283,,,,5358,1101
1973,NBA,All-NBA,2nd,F,Rick Barry,28.0,GSW,4.0,17.0,0.262,,,,5565,856
1973,ABA,All-ABA,2nd,C,Mel Daniels,,,,,,,,,5519,1013
1973,ABA,All-ABA,2nd,G,Mack Calvin,,,,,,,,,5511,1214
1973,ABA,All-ABA,2nd,F,Dan Issel,,,,,,,,,5312,1259
1973,ABA,All-ABA,2nd,G,Ralph Simpson,,,,,,,,,5558,1317
1973,ABA,All-ABA,2nd,F,George McGinnis,,,,,,,,,5394,1362
1972,NBA,All-NBA,1st,G,Jerry West,33.0,LAL,17.0,17.0,0.985,,,,4986,710
1972,NBA,All-NBA,1st,F,John Havlicek,31.0,BOS,17.0,17.0,0.974,,,,5023,778
1972,NBA,All-NBA,1st,C,Kareem Abdul-Jabbar,24.0,MIL,15.0,17.0,0.88,,,,5043,1204
1972,NBA,All-NBA,1st,G,Walt Frazier,26.0,NYK,11.0,17.0,0.621,,,,5193,1061
1972,NBA,All-NBA,1st,F,Spencer Haywood,22.0,SEA,10.0,17.0,0.617,,,,5164,1226
1972,ABA,All-ABA,1st,F,Rick Barry,,,,,,,,,5142,856
1972,ABA,All-ABA,1st,G,Bill Melchionni,,,,,,,,,4788,864
1972,ABA,All-ABA,1st,G,Donnie Freeman,,,,,,,,,4882,947
1972,ABA,All-ABA,1st,F,Dan Issel,,,,,,,,,4847,1259
1972,ABA,All-ABA,1st,C,Artis Gilmore,,,,,,,,,4770,1338
1972,NBA,All-NBA,2nd,G,Tiny Archibald,23.0,CIN,9.0,17.0,0.532,,,,5180,1329
1972,NBA,All-NBA,2nd,F,Bob Love,29.0,CHI,8.0,17.0,0.495,,,,4798,866
1972,NBA,All-NBA,2nd,C,Wilt Chamberlain,35.0,LAL,8.0,17.0,0.476,,,,5218,699
1972,NBA,All-NBA,2nd,F,Billy Cunningham,28.0,PHI,6.0,17.0,0.326,,,,4790,842
1972,NBA,All-NBA,2nd,G,Archie Clark,30.0,TOT,5.0,17.0,0.296,,,,4764,863
1972,ABA,All-ABA,2nd,C,Zelmo Beaty,,,,,,,,,5220,791
1972,ABA,All-ABA,2nd,F,Willie Wise,,,,,,,,,5216,1236
1972,ABA,All-ABA,2nd,G,Charlie Scott,,,,,,,,,4826,1250
1972,ABA,All-ABA,2nd,G,Ralph Simpson,,,,,,,,,5127,1317
1972,ABA,All-ABA,2nd,F,Julius Erving,,,,,,,,,5041,1381
1971,NBA,All-NBA,1st,C,Kareem Abdul-Jabbar,23.0,MIL,17.0,17.0,0.996,,,,4581,1204
1971,NBA,All-NBA,1st,G,Jerry West,32.0,LAL,15.0,17.0,0.86,,,,4534,710
1971,NBA,All-NBA,1st,F,John Havlicek,30.0,BOS,14.0,17.0,0.842,,,,4563,778
1971,NBA,All-NBA,1st,G,Dave Bing,27.0,DET,13.0,17.0,0.741,,,,4413,869
1971,NBA,All-NBA,1st,F,Billy Cunningham,27.0,PHI,10.0,17.0,0.589,,,,4347,842
1971,ABA,All-ABA,1st,F,Rick Barry,,,,,,,,,4675,856
1971,ABA,All-ABA,1st,C,Mel Daniels,,,,,,,,,4631,1013
1971,ABA,All-ABA,1st,F,Roger Brown,,,,,,,,,4680,1034
1971,ABA,All-ABA,1st,G,Mack Calvin,,,,,,,,,4618,1214
1971,ABA,All-ABA,1st,G,Charlie Scott,,,,,,,,,4383,1250
1971,NBA,All-NBA,2nd,G,Walt Frazier,25.0,NYK,10.0,17.0,0.596,,,,4734,1061
1971,NBA,All-NBA,2nd,F,Gus Johnson,32.0,BAL,8.0,17.0,0.45,,,,4509,797
1971,NBA,All-NBA,2nd,F,Bob Love,28.0,CHI,8.0,17.0,0.445,,,,4359,866
1971,NBA,All-NBA,2nd,G,Oscar Robertson,32.0,MIL,6.0,17.0,0.38,,,,4652,713
1971,NBA,All-NBA,2nd,C,Willis Reed,28.0,NYK,5.0,17.0,0.29,,,,4756,839
1971,ABA,All-ABA,2nd,C,Zelmo Beaty,,,,,,,,,4759,791
1971,ABA,All-ABA,2nd,F,Joe Caldwell,,,,,,,,,4550,826
1971,ABA,All-ABA,2nd,G,Donnie Freeman,,,,,,,,,4438,947
1971,ABA,All-ABA,2nd,F,John Brisker,,,,,,,,,4562,1199
1971,ABA,All-ABA,2nd,G,Larry Cannon,,,,,,,,,4589,1207
1971,ABA,All-ABA,2nd,C,Dan Issel,,,,,,,,,4410,1259
1970,NBA,All-NBA,1st,G,Jerry West,31.0,LAL,14.0,14.0,1.0,,,,4116,710
1970,NBA,All-NBA,1st,F,Billy Cunningham,26.0,PHI,13.0,14.0,0.93,,,,3952,842
1970,NBA,All-NBA,1st,G,Walt Frazier,24.0,NYK,11.0,14.0,0.757,,,,4290,1061
1970,NBA,All-NBA,1st,C,Willis Reed,27.0,NYK,10.0,14.0,0.722,,,,4311,839
1970,NBA,All-NBA,1st,F,Connie Hawkins,27.0,PHO,8.0,14.0,0.553,,,,4000,934
1970,ABA,All-ABA,1st,G,Larry Jones,,,,,,,,,4165,829
1970,ABA,All-ABA,1st,F,Rick Barry,,,,,,,,,4230,856
1970,ABA,All-ABA,1st,G,Bob Verga,,,,,,,,,3973,917
1970,ABA,All-ABA,1st,C,Mel Daniels,,,,,,,,,4199,1013
1970,ABA,All-ABA,1st,F,Spencer Haywood,,,,,,,,,4254,1226
1970,NBA,All-NBA,2nd,C,Kareem Abdul-Jabbar,22.0,MIL,10.0,14.0,0.721,,,,4157,1204
1970,NBA,All-NBA,2nd,G,Oscar Robertson,31.0,CIN,,14.0,,,,,4216,713
1970,NBA,All-NBA,2nd,F,John Havlicek,29.0,BOS,,14.0,,,,,4140,778
1970,NBA,All-NBA,2nd,F,Gus Johnson,31.0,BAL,,14.0,,,,,4088,797
1970,NBA,All-NBA,2nd,G,Lou Hudson,25.0,ATL,,14.0,,,,,4182,887
1970,ABA,All-ABA,2nd,F,Bob Netolicky,,,,,,,,,3967,914
1970,ABA,All-ABA,2nd,G,Donnie Freeman,,,,,,,,,4031,947
1970,ABA,All-ABA,2nd,G,Louie Dampier,,,,,,,,,4183,1008
1970,ABA,All-ABA,2nd,C,Red Robbins,,,,,,,,,4223,1026
1970,ABA,All-ABA,2nd,F,Roger Brown,,,,,,,,,4234,1034
1969,NBA,All-NBA,1st,F,Billy Cunningham,25.0,PHI,13.0,14.0,0.932,,,,3515,842
1969,NBA,All-NBA,1st,F,Elgin Baylor,34.0,LAL,13.0,14.0,0.904,,,,3608,664
1969,NBA,All-NBA,1st,G,Earl Monroe,24.0,BAL,12.0,14.0,0.835,,,,3602,949
1969,NBA,All-NBA,1st,G,Oscar Robertson,30.0,CIN,11.0,14.0,0.768,,,,3788,713
1969,NBA,All-NBA,1st,C,Wes Unseld,22.0,BAL,7.0,14.0,0.475,,,,3888,1155
1969,ABA,All-ABA,1st,G,Larry Jones,,,,,,,,,3736,829
1969,ABA,All-ABA,1st,F,Rick Barry,,,,,,,,,3812,856
1969,ABA,All-ABA,1st,F,Connie Hawkins,,,,,,,,,3562,934
1969,ABA,All-ABA,1st,G,Jimmy Jones,,,,,,,,,3698,983
1969,ABA,All-ABA,1st,C,Mel Daniels,,,,,,,,,3771,1013
1969,NBA,All-NBA,2nd,C,Willis Reed,26.0,NYK,6.0,14.0,0.416,,,,3900,839
1969,NBA,All-NBA,2nd,F,John Havlicek,28.0,BOS,5.0,14.0,0.383,,,,3711,778
1969,NBA,All-NBA,2nd,G,Jerry West,30.0,LAL,5.0,14.0,0.365,,,,3680,710
1969,NBA,All-NBA,2nd,G,Hal Greer,32.0,PHI,4.0,14.0,0.316,,,,3652,666
1969,NBA,All-NBA,2nd,F,Dave DeBusschere,28.0,TOT,3.0,14.0,0.195,,,,3574,767
1969,ABA,All-ABA,2nd,G,Donnie Freeman,,,,,,,,,3597,947
1969,ABA,All-ABA,2nd,F,Doug Moe,,,,,,,,,3599,948
1969,ABA,All-ABA,2nd,F,John Beasley,,,,,,,,,3705,987
1969,ABA,All-ABA,2nd,G,Louie Dampier,,,,,,,,,3754,1008
1969,ABA,All-ABA,2nd,C,Red Robbins,,,,,,,,,3802,1026
1968,NBA,All-NBA,1st,C,Wilt Chamberlain,31.0,PHI,12.0,12.0,1.0,,,,3485,699
1968,NBA,All-NBA,1st,F,Elgin Baylor,33.0,LAL,11.0,12.0,0.924,,,,3224,664
1968,NBA,All-NBA,1st,G,Oscar Robertson,29.0,CIN,10.0,12.0,0.87,,,,3392,713
1968,NBA,All-NBA,1st,G,Dave Bing,24.0,DET,9.0,12.0,0.712,,,,3197,869
1968,NBA,All-NBA,1st,F,Jerry Lucas,27.0,CIN,8.0,12.0,0.695,,,,3289,801
1968,ABA,All-ABA,1st,G,Larry Jones,,,,,,,,,3353,829
1968,ABA,All-ABA,1st,G,Charlie Williams,,,,,,,,,3179,929
1968,ABA,All-ABA,1st,F,Connie Hawkins,,,,,,,,,3189,934
1968,ABA,All-ABA,1st,F,Doug Moe,,,,,,,,,3220,948
1968,ABA,All-ABA,1st,C,Mel Daniels,,,,,,,,,3380,1013
1968,NBA,All-NBA,2nd,F,Willis Reed,25.0,NYK,6.0,12.0,0.463,,,,3481,839
1968,NBA,All-NBA,2nd,G,Jerry West,29.0,LAL,5.0,12.0,0.386,,,,3292,710
1968,NBA,All-NBA,2nd,G,Hal Greer,31.0,PHI,5.0,12.0,0.384,,,,3264,666
1968,NBA,All-NBA,2nd,C,Bill Russell,33.0,BOS,4.0,12.0,0.298,,,,3150,610
1968,NBA,All-NBA,2nd,F,John Havlicek,27.0,BOS,3.0,12.0,0.275,,,,3329,778
1968,ABA,All-ABA,2nd,F,Cincinnatus Powell,,,,,,,,,3183,931
1968,ABA,All-ABA,2nd,C,John Beasley,,,,,,,,,3324,987
1968,ABA,All-ABA,2nd,G,Larry Brown,,,,,,,,,3349,998
1968,ABA,All-ABA,2nd,G,Louie Dampier,,,,,,,,,3371,1008
1968,ABA,All-ABA,2nd,F,Roger Brown,,,,,,,,,3414,1034
1967,NBA,All-NBA,1st,F,Rick Barry,22.0,SFW,10.0,10.0,0.99,,,,3095,856
1967,NBA,All-NBA,1st,C,Wilt Chamberlain,30.0,PHI,10.0,10.0,0.958,,,,3118,699
1967,NBA,All-NBA,1st,G,Oscar Robertson,28.0,CIN,10.0,10.0,0.958,,,,3087,713
1967,NBA,All-NBA,1st,G,Jerry West,28.0,LAL,9.0,10.0,0.862,,,,3050,710
1967,NBA,All-NBA,1st,F,Elgin Baylor,32.0,LAL,6.0,10.0,0.645,,,,3024,664
1967,NBA,All-NBA,2nd,C,Bill Russell,32.0,BOS,4.0,10.0,0.423,,,,2995,610
1967,NBA,All-NBA,2nd,F,Jerry Lucas,26.0,CIN,4.0,10.0,0.371,,,,3048,801
1967,NBA,All-NBA,2nd,G,Hal Greer,30.0,PHI,4.0,10.0,0.354,,,,3040,666
1967,NBA,All-NBA,2nd,G,Sam Jones,33.0,BOS,3.0,10.0,0.288,,,,3100,652
1967,NBA,All-NBA,2nd,F,Willis Reed,24.0,NYK,3.0,10.0,0.272,,,,3117,839
1966,NBA,All-NBA,1st,G,Oscar Robertson,27.0,CIN,9.0,9.0,0.991,85.0,,,2950,713
1966,NBA,All-NBA,1st,F,Jerry Lucas,25.0,CIN,9.0,9.0,0.965,,,,2909,801
1966,NBA,All-NBA,1st,G,Jerry West,27.0,LAL,9.0,9.0,0.952,,,,2911,710
1966,NBA,All-NBA,1st,C,Wilt Chamberlain,29.0,PHI,8.0,9.0,0.941,,,,2984,699
1966,NBA,All-NBA,1st,F,Rick Barry,21.0,SFW,7.0,9.0,0.813,,,,2956,856
1966,NBA,All-NBA,2nd,C,Bill Russell,31.0,BOS,5.0,9.0,0.54,,,,2865,610
1966,NBA,All-NBA,2nd,G,Sam Jones,32.0,BOS,4.0,9.0,0.428,,,,2964,652
1966,NBA,All-NBA,2nd,F,John Havlicek,25.0,BOS,4.0,9.0,0.389,,,,2926,778
1966,NBA,All-NBA,2nd,G,Hal Greer,29.0,PHI,2.0,9.0,0.277,,,,2903,666
1966,NBA,All-NBA,2nd,F,Gus Johnson,27.0,BAL,2.0,9.0,0.212,,,,2901,797
1965,NBA,All-NBA,1st,C,Bill Russell,,,,,,,,,2735,610
1965,NBA,All-NBA,1st,F,Elgin Baylor,,,,,,,,,2764,664
1965,NBA,All-NBA,1st,G,Jerry West,,,,,,,,,2788,710
1965,NBA,All-NBA,1st,G,Oscar Robertson,,,,,,,,,2815,713
1965,NBA,All-NBA,1st,F,Jerry Lucas,,,,,,,,,2787,801
1965,NBA,All-NBA,2nd,F,Bob Pettit,,,,,,,,,2739,549
1965,NBA,All-NBA,2nd,G,Sam Jones,,,,,,,,,2827,652
1965,NBA,All-NBA,2nd,G,Hal Greer,,,,,,,,,2777,666
1965,NBA,All-NBA,2nd,C,Wilt Chamberlain,,,,,,,,,2848,699
1965,NBA,All-NBA,2nd,F,Gus Johnson,,,,,,,,,2775,797
1964,NBA,All-NBA,1st,F,Bob Pettit,,,,,,,,,2609,549
1964,NBA,All-NBA,1st,F,Elgin Baylor,,,,,,,,,2631,664
1964,NBA,All-NBA,1st,C,Wilt Chamberlain,,,,,,,,,2718,699
1964,NBA,All-NBA,1st,G,Jerry West,,,,,,,,,2653,710
1964,NBA,All-NBA,1st,G,Oscar Robertson,,,,,,,,,2689,713
1964,NBA,All-NBA,2nd,C,Bill Russell,,,,,,,,,2600,610
1964,NBA,All-NBA,2nd,F,Tom Heinsohn,,,,,,,,,2708,633
1964,NBA,All-NBA,2nd,G,Hal Greer,,,,,,,,,2644,666
1964,NBA,All-NBA,2nd,G,John Havlicek,,,,,,,,,2658,778
1964,NBA,All-NBA,2nd,F,Jerry Lucas,,,,,,,,,2652,801
1963,NBA,All-NBA,1st,F,Bob Pettit,,,,,,,,,2472,549
1963,NBA,All-NBA,1st,C,Bill Russell,,,,,,,,,2467,610
1963,NBA,All-NBA,1st,F,Elgin Baylor,,,,,,,,,2496,664
1963,NBA,All-NBA,1st,G,Jerry West,,,,,,,,,2520,710
1963,NBA,All-NBA,1st,G,Oscar Robertson,,,,,,,,,2548,713
1963,NBA,All-NBA,2nd,G,Bob Cousy,,,,,,,,,2469,420
1963,NBA,All-NBA,2nd,F,Tom Heinsohn,,,,,,,,,2568,633
1963,NBA,All-NBA,2nd,G,Hal Greer,,,,,,,,,2508,666
1963,NBA,All-NBA,2nd,F,Bailey Howell,,,,,,,,,2457,681
1963,NBA,All-NBA,2nd,C,Wilt Chamberlain,,,,,,,,,2580,699
1962,NBA,All-NBA,1st,F,Bob Pettit,,,,,,,,,2340,549
1962,NBA,All-NBA,1st,F,Elgin Baylor,,,,,,,,,2366,664
1962,NBA,All-NBA,1st,C,Wilt Chamberlain,,,,,,,,,2445,699
1962,NBA,All-NBA,1st,G,Jerry West,,,,,,,,,2387,710
1962,NBA,All-NBA,1st,G,Oscar Robertson,,,,,,,,,2406,713
1962,NBA,All-NBA,2nd,G,Bob Cousy,,,,,,,,,2335,420
1962,NBA,All-NBA,2nd,F,Jack Twyman,,,,,,,,,2385,596
1962,NBA,All-NBA,2nd,C,Bill Russell,,,,,,,,,2332,610
1962,NBA,All-NBA,2nd,G,Richie Guerin,,,,,,,,,2415,628
1962,NBA,All-NBA,2nd,F,Tom Heinsohn,,,,,,,,,2432,633
1961,NBA,All-NBA,1st,G,Bob Cousy,,,,,,,,,2222,420
1961,NBA,All-NBA,1st,F,Bob Pettit,,,,,,,,,2225,549
1961,NBA,All-NBA,1st,F,Elgin Baylor,,,,,,,,,2242,664
1961,NBA,All-NBA,1st,C,Wilt Chamberlain,,,,,,,,,2313,699
1961,NBA,All-NBA,1st,G,Oscar Robertson,,,,,,,,,2280,713
1961,NBA,All-NBA,2nd,F,Dolph Schayes,,,,,,,,,2239,328
1961,NBA,All-NBA,2nd,G,Gene Shue,,,,,,,,,2252,563
1961,NBA,All-NBA,2nd,G,Larry Costello,,,,,,,,,2273,570
1961,NBA,All-NBA,2nd,C,Bill Russell,,,,,,,,,2219,610
1961,NBA,All-NBA,2nd,F,Tom Heinsohn,,,,,,,,,2305,633
1960,NBA,All-NBA,1st,G,Bob Cousy,,,,,,,,,2101,420
1960,NBA,All-NBA,1st,F,Bob Pettit,,,,,,,,,2104,549
1960,NBA,All-NBA,1st,G,Gene Shue,,,,,,,,,2145,563
1960,NBA,All-NBA,1st,F,Elgin Baylor,,,,,,,,,2136,664
1960,NBA,All-NBA,1st,C,Wilt Chamberlain,,,,,,,,,2209,699
1960,NBA,All-NBA,2nd,F,Dolph Schayes,,,,,,,,,2132,328
1960,NBA,All-NBA,2nd,G,Bill Sharman,,,,,,,,,2098,419
1960,NBA,All-NBA,2nd,F,Jack Twyman,,,,,,,,,2156,596
1960,NBA,All-NBA,2nd,C,Bill Russell,,,,,,,,,2097,610
1960,NBA,All-NBA,2nd,G,Richie Guerin,,,,,,,,,2187,628
1959,NBA,All-NBA,1st,G,Bill Sharman,,,,,,,,,1986,419
1959,NBA,All-NBA,1st,G,Bob Cousy,,,,,,,,,1987,420
1959,NBA,All-NBA,1st,F,Bob Pettit,,,,,,,,,1989,549
1959,NBA,All-NBA,1st,C,Bill Russell,,,,,,,,,1985,610
1959,NBA,All-NBA,1st,F,Elgin Baylor,,,,,,,,,2012,664
1959,NBA,All-NBA,2nd,C,Dolph Schayes,,,,,,,,,2005,328
1959,NBA,All-NBA,2nd,G,Slater Martin,,,,,,,,,2072,406
1959,NBA,All-NBA,2nd,F,Paul Arizin,,,,,,,,,2056,445
1959,NBA,All-NBA,2nd,F,Cliff Hagan,,,,,,,,,1997,615
1959,NBA,All-NBA,2nd,G,Richie Guerin,,,,,,,,,2065,628
1958,NBA,All-NBA,1st,F,Dolph Schayes,,,,,,,,,1901,328
1958,NBA,All-NBA,1st,G,Bill Sharman,,,,,,,,,1876,419
1958,NBA,All-NBA,1st,G,Bob Cousy,,,,,,,,,1881,420
1958,NBA,All-NBA,1st,F,George Yardley,,,,,,,,,1916,528
1958,NBA,All-NBA,1st,C,Bob Pettit,,,,,,,,,1885,549
1958,NBA,All-NBA,2nd,G,Slater Martin,,,,,,,,,1962,406
1958,NBA,All-NBA,2nd,F,Maurice Stokes,,,,,,,,,1940,602
1958,NBA,All-NBA,2nd,G,Tom Gola,,,,,,,,,1965,607
1958,NBA,All-NBA,2nd,C,Bill Russell,,,,,,,,,1875,610
1958,NBA,All-NBA,2nd,F,Cliff Hagan,,,,,,,,,1891,615
1957,NBA,All-NBA,1st,F,Dolph Schayes,,,,,,,,,1790,328
1957,NBA,All-NBA,1st,G,Bill Sharman,,,,,,,,,1761,419
1957,NBA,All-NBA,1st,G,Bob Cousy,,,,,,,,,1766,420
1957,NBA,All-NBA,1st,F,Paul Arizin,,,,,,,,,1841,445
1957,NBA,All-NBA,1st,C,Bob Pettit,,,,,,,,,1772,549
1957,NBA,All-NBA,2nd,G,Slater Martin,,,,,,,,,1852,406
1957,NBA,All-NBA,2nd,C,Neil Johnston,,,,,,,,,1836,469
1957,NBA,All-NBA,2nd,F,George Yardley,,,,,,,,,1803,528
1957,NBA,All-NBA,2nd,G,Dick Garmaker,,,,,,,,,1784,589
1957,NBA,All-NBA,2nd,F,Maurice Stokes,,,,,,,,,1832,602
1956,NBA,All-NBA,1st,G,Bill Sharman,,,,,,,,,1652,419
1956,NBA,All-NBA,1st,G,Bob Cousy,,,,,,,,,1654,420
1956,NBA,All-NBA,1st,F,Paul Arizin,,,,,,,,,1737,445
1956,NBA,All-NBA,1st,C,Neil Johnston,,,,,,,,,1735,469
1956,NBA,All-NBA,1st,F,Bob Pettit,,,,,,,,,1658,549
1956,NBA,All-NBA,2nd,F,Dolph Schayes,,,,,,,,,1687,328
1956,NBA,All-NBA,2nd,G,Slater Martin,,,,,,,,,1746,406
1956,NBA,All-NBA,2nd,C,Clyde Lovellette,,,,,,,,,1675,516
1956,NBA,All-NBA,2nd,G,Jack George,,,,,,,,,1708,532
1956,NBA,All-NBA,2nd,F,Maurice Stokes,,,,,,,,,1729,602
1955,NBA,All-NBA,1st,,Dolph Schayes,,,,,,,,,1563,328
1955,NBA,All-NBA,1st,,Bob Cousy,,,,,,,,,1532,420
1955,NBA,All-NBA,1st,,Larry Foust,,,,,,,,,1611,441
1955,NBA,All-NBA,1st,,Neil Johnston,,,,,,,,,1620,469
1955,NBA,All-NBA,1st,,Bob Pettit,,,,,,,,,1541,549
1955,NBA,All-NBA,2nd,,Paul Seymour,,,,,,,,,1627,195
1955,NBA,All-NBA,2nd,,Harry Gallatin,,,,,,,,,1588,248
1955,NBA,All-NBA,2nd,,Slater Martin,,,,,,,,,1638,406
1955,NBA,All-NBA,2nd,,Vern Mikkelsen,,,,,,,,,1642,410
1955,NBA,All-NBA,2nd,,Bill Sharman,,,,,,,,,1528,419
1954,NBA,All-NBA,1st,,George Mikan,,,,,,,,,1452,246
1954,NBA,All-NBA,1st,,Harry Gallatin,,,,,,,,,1457,248
1954,NBA,All-NBA,1st,,Dolph Schayes,,,,,,,,,1429,328
1954,NBA,All-NBA,1st,,Bob Cousy,,,,,,,,,1398,420
1954,NBA,All-NBA,1st,,Neil Johnston,,,,,,,,,1497,469
1954,NBA,All-NBA,2nd,,Carl Braun,,,,,,,,,1416,169
1954,NBA,All-NBA,2nd,,Paul Seymour,,,,,,,,,1503,195
1954,NBA,All-NBA,2nd,,Bobby Wanzer,,,,,,,,,1414,219
1954,NBA,All-NBA,2nd,,Jim Pollard,,,,,,,,,1475,261
1954,NBA,All-NBA,2nd,,Ed Macauley,,,,,,,,,1437,337
1953,NBA,All-NBA,1st,,George Mikan,,,,,,,,,1301,246
1953,NBA,All-NBA,1st,,Dolph Schayes,,,,,,,,,1268,328
1953,NBA,All-NBA,1st,,Ed Macauley,,,,,,,,,1279,337
1953,NBA,All-NBA,1st,,Bob Cousy,,,,,,,,,1239,420
1953,NBA,All-NBA,1st,,Neil Johnston,,,,,,,,,1349,469
1953,NBA,All-NBA,2nd,,Andy Phillip,,,,,,,,,1225,162
1953,NBA,All-NBA,2nd,,Bob Davies,,,,,,,,,1240,216
1953,NBA,All-NBA,2nd,,Bobby Wanzer,,,,,,,,,1248,219
1953,NBA,All-NBA,2nd,,Vern Mikkelsen,,,,,,,,,1377,410
1953,NBA,All-NBA,2nd,,Bill Sharman,,,,,,,,,1235,419
1952,NBA,All-NBA,1st,,Bob Davies,,,,,,,,,1103,216
1952,NBA,All-NBA,1st,,George Mikan,,,,,,,,,1151,246
1952,NBA,All-NBA,1st,,Dolph Schayes,,,,,,,,,1128,328
1952,NBA,All-NBA,1st,,Ed Macauley,,,,,,,,,1140,337
1952,NBA,All-NBA,1st,,Bob Cousy,,,,,,,,,1102,420
1952,NBA,All-NBA,1st,,Paul Arizin,,,,,,,,,1191,445
1952,NBA,All-NBA,2nd,,Andy Phillip,,,,,,,,,1089,162
1952,NBA,All-NBA,2nd,,Bobby Wanzer,,,,,,,,,1109,219
1952,NBA,All-NBA,2nd,,Jim Pollard,,,,,,,,,1163,261
1952,NBA,All-NBA,2nd,,Vern Mikkelsen,,,,,,,,,1212,410
1952,NBA,All-NBA,2nd,,Larry Foust,,,,,,,,,1179,441
1951,NBA,All-NBA,1st,,Bob Davies,,,,,,,,,918,216
1951,NBA,All-NBA,1st,,George Mikan,,,,,,,,,995,246
1951,NBA,All-NBA,1st,,Alex Groza,,,,,,,,,897,299
1951,NBA,All-NBA,1st,,Ed Macauley,,,,,,,,,972,337
1951,NBA,All-NBA,1st,,Ralph Beard,,,,,,,,,1056,399
