seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
28163,2019,4670,Shai Gilgeous-Alexander,,PG,20.0,1,NBA,LAC,82,73.0,2174.0,5.6,11.9,0.476,0.8,2.3,0.367,4.8,9.6,0.503,2.6,3.2,0.8,0.9,2.9,3.8,4.5,1.6,0.7,2.3,2.9,14.7
28164,2019,4671,Shake Milton,,SG,22.0,1,NBA,PHI,20,0.0,268.0,4.6,11.7,0.391,1.9,5.9,0.318,2.7,5.8,0.465,0.7,0.9,0.714,1.2,3.5,4.7,2.4,1.1,1.1,0.8,3.9,11.7
28165,2019,4563,Shaquille Harrison,,SG,25.0,2,NBA,CHI,73,11.0,1430.0,4.6,10.7,0.432,0.6,2.2,0.27,4.0,8.5,0.475,2.1,3.1,0.667,0.8,4.8,5.6,3.5,2.2,0.8,1.5,3.1,11.9
28166,2019,3560,Shaun Livingston,,PG,33.0,14,NBA,GSW,64,0.0,967.0,4.1,7.8,0.519,0.0,0.1,0.0,4.1,7.7,0.524,1.5,1.9,0.784,1.6,2.8,4.4,4.2,1.2,1.0,1.4,2.8,9.6
28167,2019,4053,Shelvin Mack,,PG,28.0,8,NBA,TOT,57,3.0,1246.0,4.7,11.6,0.404,1.3,3.8,0.354,3.4,7.9,0.429,1.7,2.4,0.69,0.5,2.5,3.0,5.3,1.4,0.1,1.9,2.4,12.4
28168,2019,4053,Shelvin Mack,,PG,28.0,8,NBA,MEM,53,3.0,1204.0,4.8,11.6,0.414,1.4,3.8,0.359,3.4,7.8,0.441,1.6,2.2,0.707,0.5,2.5,3.0,5.4,1.3,0.1,1.9,2.4,12.6
28169,2019,4053,Shelvin Mack,,PG,28.0,8,NBA,CHO,4,0.0,42.0,1.7,12.0,0.143,0.0,1.7,0.0,1.7,10.3,0.167,4.3,7.7,0.556,0.0,1.7,1.7,0.9,1.7,0.0,3.4,2.6,7.7
28170,2019,4564,Sindarius Thornwell,,SG,24.0,2,NBA,LAC,64,1.0,313.0,2.0,5.6,0.347,0.3,1.7,0.2,1.6,3.9,0.412,2.9,3.9,0.735,0.6,4.5,5.1,2.1,1.6,0.8,2.3,4.7,7.1
28171,2019,4448,Skal Labissière,,PF,22.0,3,NBA,TOT,22,1.0,176.0,5.3,10.0,0.531,1.2,2.7,0.462,4.1,7.4,0.556,1.8,3.5,0.529,1.8,7.0,8.8,2.3,1.0,1.2,2.3,5.9,13.7
28172,2019,4448,Skal Labissière,,PF,22.0,3,NBA,SAC,13,0.0,113.0,4.1,9.6,0.433,1.3,3.5,0.364,2.9,6.1,0.474,1.9,3.5,0.545,1.3,6.4,7.6,1.9,0.6,1.0,2.2,6.7,11.5
28173,2019,4448,Skal Labissière,,PF,22.0,3,NBA,POR,9,1.0,63.0,7.4,10.9,0.684,1.1,1.1,1.0,6.3,9.7,0.647,1.7,3.4,0.5,2.9,8.0,10.9,2.9,1.7,1.7,2.3,4.6,17.7
28174,2019,4207,Solomon Hill,,SF,27.0,6,NBA,NOP,44,15.0,878.0,2.8,7.3,0.382,1.3,4.1,0.317,1.5,3.2,0.468,0.9,1.3,0.719,1.4,4.1,5.5,2.3,0.9,0.4,1.3,3.3,7.8
28175,2019,4291,Spencer Dinwiddie,,PG,25.0,5,NBA,BRK,68,4.0,1914.0,6.9,15.6,0.442,2.3,7.0,0.335,4.6,8.6,0.528,5.4,6.7,0.806,0.5,2.6,3.1,5.8,0.8,0.3,2.9,3.5,21.5
28176,2019,4364,Stanley Johnson,,SF,22.0,4,NBA,TOT,66,7.0,1208.0,5.1,13.1,0.389,1.8,6.4,0.288,3.2,6.7,0.484,1.5,1.9,0.781,1.0,5.5,6.5,2.6,1.8,0.4,2.4,3.4,13.5
28177,2019,4364,Stanley Johnson,,SF,22.0,4,NBA,DET,48,7.0,961.0,5.0,13.1,0.381,1.9,6.8,0.282,3.1,6.3,0.488,1.5,1.9,0.804,0.9,5.6,6.6,2.2,1.8,0.5,2.1,3.4,13.4
28178,2019,4364,Stanley Johnson,,SF,22.0,4,NBA,NOP,18,0.0,247.0,5.5,13.3,0.418,1.6,5.0,0.324,3.9,8.3,0.474,1.3,1.9,0.692,1.3,4.8,6.1,4.1,1.7,0.1,3.8,3.2,14.0
28179,2019,3903,Stephen Curry,,PG,30.0,10,NBA,GSW,69,69.0,2331.0,9.8,20.7,0.472,5.5,12.5,0.437,4.3,8.2,0.525,4.1,4.4,0.916,0.7,5.0,5.7,5.6,1.4,0.4,3.0,2.6,29.1
28180,2019,4565,Sterling Brown,,SG,23.0,2,NBA,MIL,58,7.0,1034.0,5.0,10.9,0.465,1.8,5.1,0.361,3.2,5.7,0.558,1.0,1.5,0.69,1.0,5.4,6.4,2.9,0.9,0.3,1.6,3.1,13.0
28181,2019,4208,Steven Adams,,C,25.0,6,NBA,OKC,80,80.0,2669.0,6.5,10.9,0.595,0.0,0.0,0.0,6.5,10.9,0.596,2.0,3.9,0.5,5.3,5.0,10.3,1.7,1.6,1.0,1.8,2.8,14.9
28182,2019,4672,Svi Mykhailiuk,,SF,21.0,1,NBA,TOT,42,0.0,440.0,3.8,11.5,0.329,2.4,7.3,0.326,1.4,4.2,0.333,1.0,1.6,0.6,0.7,2.2,2.9,3.0,1.1,0.1,1.7,2.0,10.9
28183,2019,4672,Svi Mykhailiuk,,SF,21.0,1,NBA,LAL,39,0.0,420.0,3.8,11.3,0.333,2.3,7.3,0.318,1.5,4.0,0.362,1.0,1.7,0.6,0.7,2.2,2.9,2.8,1.1,0.1,1.7,2.1,10.9
28184,2019,4672,Svi Mykhailiuk,,SF,21.0,1,NBA,DET,3,0.0,20.0,3.6,14.4,0.25,3.6,7.2,0.5,0.0,7.2,0.0,0.0,0.0,,1.8,1.8,3.6,7.2,1.8,0.0,1.8,0.0,10.8
28185,2019,4566,T.J. Leaf,,PF,21.0,2,NBA,IND,58,1.0,522.0,6.8,12.6,0.541,0.6,2.1,0.258,6.3,10.5,0.599,1.3,2.1,0.613,3.0,5.7,8.6,1.7,0.6,1.3,0.8,2.4,15.5
28186,2019,4365,T.J. McConnell,,PG,26.0,4,NBA,PHI,76,3.0,1470.0,5.4,10.3,0.525,0.3,1.0,0.333,5.0,9.2,0.546,0.7,0.9,0.784,0.7,3.6,4.3,6.3,1.9,0.4,2.2,2.6,11.8
28187,2019,4292,T.J. Warren,,SF,25.0,5,NBA,PHO,43,36.0,1360.0,7.9,16.2,0.486,2.0,4.8,0.428,5.8,11.4,0.51,2.7,3.3,0.815,0.8,3.8,4.6,1.7,1.4,0.8,1.4,3.2,20.4
28188,2019,4673,Tahjere McCall,,SG,24.0,1,NBA,BRK,1,0.0,8.0,9.0,13.5,0.667,0.0,4.5,0.0,9.0,9.0,1.0,0.0,4.5,0.0,0.0,4.5,4.5,0.0,0.0,0.0,0.0,9.0,18.0
28189,2019,3905,Taj Gibson,,PF,33.0,10,NBA,MIN,70,57.0,1686.0,6.5,11.5,0.566,0.2,0.7,0.324,6.3,10.7,0.583,2.9,3.8,0.757,3.7,6.1,9.8,1.8,1.1,0.8,1.6,4.0,16.1
28190,2019,4450,Taurean Prince,,SF,24.0,3,NBA,ATL,55,47.0,1552.0,6.1,13.8,0.441,2.9,7.3,0.39,3.2,6.5,0.498,2.2,2.7,0.819,0.5,4.1,4.6,2.7,1.2,0.4,2.3,3.3,17.2
28191,2019,4567,Terrance Ferguson,,SG,20.0,2,NBA,OKC,74,74.0,1931.0,3.4,8.0,0.429,2.0,5.4,0.366,1.5,2.6,0.56,0.7,1.0,0.725,0.6,2.0,2.6,1.3,0.7,0.3,0.9,4.3,9.6
28192,2019,4130,Terrence Jones,,PF,27.0,6,NBA,HOU,2,0.0,5.0,7.2,28.8,0.25,0.0,14.4,0.0,7.2,14.4,0.5,0.0,7.2,0.0,0.0,28.8,28.8,0.0,0.0,0.0,7.2,7.2,14.4
28193,2019,4131,Terrence Ross,,SG,27.0,7,NBA,ORL,81,0.0,2150.0,7.4,17.2,0.428,3.6,9.5,0.383,3.7,7.7,0.484,2.1,2.4,0.875,0.5,4.2,4.7,2.3,1.2,0.5,1.5,2.0,20.5
28194,2019,4366,Terry Rozier,,PG,24.0,4,NBA,BOS,79,14.0,1791.0,5.2,13.4,0.387,2.4,6.8,0.353,2.8,6.6,0.422,1.5,1.9,0.785,0.6,5.5,6.2,4.6,1.4,0.4,1.4,2.0,14.2
28195,2019,3723,Thabo Sefolosha,,SF,34.0,13,NBA,UTA,50,2.0,609.0,4.2,8.8,0.477,2.0,4.6,0.436,2.2,4.2,0.521,0.8,1.3,0.636,0.5,6.8,7.3,1.6,2.5,0.3,1.5,2.4,11.2
28196,2019,3791,Thaddeus Young,,PF,30.0,12,NBA,IND,81,81.0,2489.0,6.4,12.2,0.527,0.7,2.1,0.349,5.7,10.1,0.564,1.3,2.0,0.644,2.8,4.8,7.6,3.0,1.8,0.5,1.8,2.8,14.8
28197,2019,4674,Theo Pinson,,SG,23.0,1,NBA,BRK,18,0.0,211.0,4.3,12.5,0.342,2.0,7.8,0.261,2.2,4.6,0.481,3.2,3.8,0.864,0.7,5.5,6.1,3.6,1.0,0.0,3.1,2.6,13.8
28198,2019,4568,Thomas Bryant,,C,21.0,2,NBA,WAS,72,53.0,1496.0,7.4,12.1,0.616,0.8,2.4,0.333,6.6,9.7,0.685,2.6,3.3,0.781,2.7,8.2,10.9,2.2,0.6,1.6,1.4,3.0,18.2
28199,2019,4675,Thomas Welsh,,C,22.0,1,NBA,DEN,11,0.0,36.0,7.0,13.0,0.538,3.0,7.0,0.429,4.0,6.0,0.667,1.0,2.0,0.5,0.0,4.0,4.0,5.0,0.0,0.0,1.0,3.0,18.0
28200,2019,4451,Thon Maker,,C-PF,21.0,3,NBA,TOT,64,5.0,972.0,4.0,9.9,0.407,1.8,5.7,0.32,2.2,4.3,0.522,2.1,3.1,0.667,1.5,6.0,7.5,1.7,0.8,1.9,1.2,3.9,12.0
28201,2019,4451,Thon Maker,,C,21.0,3,NBA,MIL,35,0.0,409.0,5.2,11.8,0.44,2.3,6.9,0.333,2.9,4.9,0.589,1.8,3.3,0.541,1.5,7.0,8.4,1.6,0.9,1.6,0.8,4.8,14.4
28202,2019,4451,Thon Maker,,PF,21.0,3,NBA,DET,29,5.0,563.0,3.2,8.6,0.373,1.5,4.8,0.307,1.7,3.8,0.458,2.3,3.0,0.766,1.5,5.2,6.8,1.7,0.7,2.1,1.5,3.2,10.2
28203,2019,4294,Tim Frazier,,PG,28.0,5,NBA,TOT,59,19.0,1120.0,3.7,8.4,0.444,1.2,3.2,0.366,2.5,5.1,0.494,1.3,1.7,0.759,1.3,4.1,5.4,8.0,1.0,0.2,2.4,3.6,10.0
28204,2019,4294,Tim Frazier,,PG,28.0,5,NBA,NOP,47,17.0,909.0,3.5,7.7,0.451,1.1,3.0,0.351,2.4,4.7,0.517,1.3,1.6,0.78,1.3,4.2,5.4,8.2,1.0,0.2,2.4,3.7,9.3
28205,2019,4294,Tim Frazier,,PG,28.0,5,NBA,MIL,12,2.0,211.0,4.8,11.3,0.424,1.7,4.1,0.417,3.1,7.2,0.429,1.5,2.2,0.692,1.5,3.8,5.3,7.2,0.9,0.2,2.7,3.2,12.8
28206,2019,4209,Tim Hardaway Jr.,,SG,26.0,6,NBA,TOT,65,63.0,2057.0,6.8,17.4,0.393,2.8,8.3,0.34,4.0,9.0,0.442,4.1,4.8,0.841,0.6,3.3,3.9,2.8,0.9,0.1,1.8,2.5,20.5
28207,2019,4209,Tim Hardaway Jr.,,SG,26.0,6,NBA,NYK,46,46.0,1499.0,6.8,17.4,0.388,2.8,8.1,0.347,4.0,9.3,0.424,4.8,5.6,0.854,0.6,3.2,3.9,2.9,1.0,0.1,1.9,2.5,21.1
28208,2019,4209,Tim Hardaway Jr.,,SG,26.0,6,NBA,DAL,19,17.0,558.0,7.0,17.2,0.404,2.9,9.0,0.321,4.1,8.2,0.496,2.1,2.8,0.767,0.5,3.5,3.9,2.4,0.8,0.1,1.5,2.3,19.0
28209,2019,4453,Timothé Luwawu-Cabarrot,,SF,23.0,3,NBA,TOT,50,7.0,669.0,4.4,11.7,0.376,1.9,6.2,0.31,2.5,5.5,0.451,1.7,2.2,0.756,0.6,4.6,5.2,1.4,1.0,0.4,1.1,3.9,12.4
28210,2019,4453,Timothé Luwawu-Cabarrot,,SF,23.0,3,NBA,OKC,21,1.0,123.0,3.8,12.6,0.302,1.5,6.4,0.227,2.3,6.1,0.381,1.2,1.8,0.667,1.2,4.1,5.3,1.2,1.2,0.3,1.5,4.1,10.2
28211,2019,4453,Timothé Luwawu-Cabarrot,,SF,23.0,3,NBA,CHI,29,6.0,546.0,4.5,11.5,0.394,2.0,6.2,0.33,2.5,5.3,0.469,1.8,2.3,0.771,0.5,4.7,5.2,1.5,1.0,0.5,1.1,3.9,12.9
28212,2019,4055,Tobias Harris,,PF,26.0,8,NBA,TOT,82,82.0,2847.0,7.7,15.9,0.487,2.0,5.0,0.397,5.8,10.9,0.528,3.4,3.9,0.866,0.9,7.3,8.2,2.9,0.6,0.5,1.9,2.3,20.8
28213,2019,4055,Tobias Harris,,PF,26.0,8,NBA,LAC,55,55.0,1903.0,8.0,16.2,0.496,2.1,4.9,0.434,5.9,11.3,0.523,3.6,4.1,0.877,0.7,7.5,8.2,2.8,0.8,0.5,2.1,2.3,21.8
28214,2019,4055,Tobias Harris,,PF,26.0,8,NBA,PHI,27,27.0,944.0,7.1,15.2,0.469,1.7,5.1,0.326,5.5,10.1,0.542,2.8,3.4,0.841,1.2,6.9,8.1,3.0,0.4,0.5,1.6,2.3,18.8
28215,2019,4454,Tomáš Satoranský,,PG,27.0,3,NBA,WAS,80,54.0,2164.0,4.3,8.8,0.485,1.1,2.7,0.395,3.2,6.1,0.524,2.2,2.7,0.819,1.4,3.3,4.6,6.6,1.4,0.2,2.0,2.9,11.8
28216,2019,4569,Tony Bradley,,C,21.0,2,NBA,UTA,3,0.0,36.0,8.0,16.0,0.5,0.0,0.0,,8.0,16.0,0.5,1.0,2.0,0.5,9.0,6.0,15.0,1.0,2.0,2.0,3.0,6.0,17.0
28217,2019,3356,Tony Parker,,PG,36.0,18,NBA,CHO,56,0.0,1003.0,7.6,16.6,0.46,0.5,1.8,0.255,7.2,14.8,0.485,3.3,4.5,0.734,0.5,2.5,3.0,7.4,0.8,0.3,2.7,1.9,19.0
28218,2019,4212,Tony Snell,,SF,27.0,6,NBA,MIL,74,12.0,1304.0,4.5,10.0,0.452,2.2,5.6,0.397,2.3,4.3,0.522,1.0,1.2,0.881,0.8,3.5,4.3,1.9,0.7,0.5,0.6,2.5,12.3
28219,2019,4570,Torrey Craig,,SF,28.0,2,NBA,DEN,75,37.0,1503.0,3.8,8.7,0.442,1.5,4.5,0.324,2.4,4.2,0.569,1.2,1.7,0.7,2.1,4.2,6.3,1.7,0.9,1.1,1.1,4.2,10.3
28220,2019,4676,Trae Young,,PG,20.0,1,NBA,ATL,81,81.0,2503.0,7.6,18.1,0.418,2.2,6.9,0.324,5.3,11.1,0.477,4.9,6.0,0.829,0.9,3.4,4.3,9.4,1.0,0.2,4.4,2.0,22.3
28221,2019,4455,Treveon Graham,,SG,25.0,3,NBA,BRK,35,21.0,715.0,3.2,9.6,0.335,1.9,6.4,0.297,1.3,3.2,0.413,0.9,1.1,0.818,1.2,4.2,5.4,1.7,0.7,0.4,0.9,3.4,9.3
28222,2019,4677,Trevon Duval,,PG,20.0,1,NBA,MIL,3,0.0,6.0,12.0,18.0,0.667,6.0,6.0,1.0,6.0,12.0,0.5,0.0,0.0,,0.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,30.0
28223,2019,3563,Trevor Ariza,,SF,33.0,15,NBA,TOT,69,69.0,2349.0,4.5,11.3,0.399,2.2,6.7,0.334,2.3,4.6,0.493,2.0,2.5,0.793,0.8,4.9,5.7,3.9,1.4,0.3,1.6,2.0,13.2
28224,2019,3563,Trevor Ariza,,SF,33.0,15,NBA,PHO,26,26.0,884.0,3.5,9.2,0.379,2.0,5.7,0.36,1.5,3.6,0.409,1.5,1.8,0.837,0.7,5.3,5.9,3.5,1.5,0.3,1.6,1.8,10.5
28225,2019,3563,Trevor Ariza,,SF,33.0,15,NBA,WAS,43,43.0,1465.0,5.1,12.5,0.409,2.3,7.2,0.322,2.8,5.3,0.528,2.3,3.0,0.777,0.8,4.7,5.6,4.1,1.3,0.3,1.6,2.1,14.9
28226,2019,4214,Trey Burke,,PG,26.0,6,NBA,TOT,58,8.0,1125.0,7.6,17.5,0.431,1.8,5.1,0.352,5.8,12.4,0.463,3.3,4.0,0.831,0.9,2.3,3.2,5.1,1.1,0.2,1.6,1.9,20.2
28227,2019,4214,Trey Burke,,PG,26.0,6,NBA,NYK,33,7.0,689.0,7.7,18.7,0.413,1.6,4.5,0.349,6.2,14.2,0.434,3.2,3.9,0.827,0.8,2.5,3.2,4.9,1.1,0.3,1.5,1.7,20.3
28228,2019,4214,Trey Burke,,PG,26.0,6,NBA,DAL,25,1.0,436.0,7.3,15.7,0.463,2.1,6.0,0.356,5.1,9.7,0.53,3.4,4.0,0.837,1.1,2.0,3.1,5.4,1.0,0.2,1.7,2.1,20.1
28229,2019,4369,Trey Lyles,,PF,23.0,4,NBA,DEN,64,2.0,1120.0,6.7,15.9,0.418,1.6,6.4,0.255,5.0,9.5,0.529,2.6,3.7,0.698,1.4,6.5,7.9,2.8,1.0,0.7,2.2,3.0,17.6
28230,2019,4058,Tristan Thompson,,C,27.0,8,NBA,CLE,43,40.0,1198.0,6.0,11.4,0.529,0.0,0.0,,6.0,11.4,0.529,2.0,3.2,0.642,5.2,8.0,13.2,2.6,0.8,0.5,1.8,2.7,14.1
28231,2019,4678,Troy Brown Jr.,,SF,19.0,1,NBA,WAS,52,10.0,730.0,4.8,11.5,0.415,1.1,3.4,0.319,3.7,8.1,0.455,1.6,2.3,0.681,1.7,5.4,7.2,3.9,1.0,0.2,1.5,2.8,12.2
28232,2019,4679,Troy Caupain,,PG,23.0,1,NBA,ORL,4,0.0,16.0,9.0,18.0,0.5,4.5,6.8,0.667,4.5,11.3,0.4,0.0,0.0,,2.3,4.5,6.8,9.0,2.3,0.0,0.0,0.0,22.5
28233,2019,4215,Troy Daniels,,SG,27.0,6,NBA,PHO,51,1.0,760.0,5.4,13.0,0.411,3.5,9.2,0.381,1.8,3.8,0.481,0.9,1.1,0.783,0.6,2.8,3.5,1.2,1.2,0.2,1.3,3.7,15.1
28234,2019,4456,Troy Williams,,SF,24.0,3,NBA,SAC,21,0.0,312.0,5.1,11.3,0.449,1.6,5.1,0.318,3.5,6.2,0.556,1.0,1.7,0.6,1.4,5.4,6.8,1.3,1.2,0.9,1.0,4.3,12.8
28235,2019,4572,Tyler Cavanaugh,,PF,24.0,2,NBA,UTA,11,0.0,39.0,2.8,9.2,0.3,0.9,4.6,0.2,1.8,4.6,0.4,1.8,1.8,1.0,2.8,4.6,7.4,0.9,0.0,0.0,0.9,2.8,8.3
28236,2019,4680,Tyler Davis,,C,21.0,1,NBA,OKC,1,0.0,1.0,0.0,36.0,0.0,0.0,0.0,,0.0,36.0,0.0,0.0,0.0,,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
28237,2019,4573,Tyler Dorsey,,SG,22.0,2,NBA,TOT,48,11.0,698.0,5.5,13.6,0.405,2.3,6.8,0.333,3.2,6.8,0.477,2.0,3.1,0.623,1.4,4.4,5.8,2.9,0.7,0.1,1.4,2.7,15.3
28238,2019,4573,Tyler Dorsey,,SG,22.0,2,NBA,ATL,27,0.0,251.0,4.6,12.8,0.36,1.4,5.6,0.256,3.2,7.2,0.44,2.3,3.7,0.615,1.3,4.9,6.2,2.4,1.0,0.1,1.4,2.9,12.9
28239,2019,4573,Tyler Dorsey,,SG,22.0,2,NBA,MEM,21,11.0,447.0,6.0,14.1,0.429,2.7,7.5,0.366,3.3,6.6,0.5,1.8,2.8,0.629,1.4,4.2,5.6,3.1,0.6,0.1,1.4,2.7,16.6
28240,2019,4297,Tyler Johnson,,PG,26.0,5,NBA,TOT,57,22.0,1529.0,5.1,12.4,0.413,2.1,6.1,0.346,3.0,6.3,0.477,2.2,3.0,0.748,0.8,3.3,4.1,3.9,1.3,0.6,1.8,2.3,14.6
28241,2019,4297,Tyler Johnson,,PG,26.0,5,NBA,MIA,44,10.0,1123.0,5.5,12.9,0.426,2.3,6.5,0.353,3.2,6.3,0.503,2.0,2.8,0.693,0.6,3.3,3.9,3.6,1.3,0.7,2.0,2.3,15.2
28242,2019,4297,Tyler Johnson,,PG,26.0,5,NBA,PHO,13,12.0,406.0,4.1,11.1,0.368,1.6,5.0,0.321,2.5,6.1,0.406,3.0,3.5,0.872,1.3,3.3,4.6,4.8,1.2,0.5,1.2,2.2,12.8
28243,2019,4574,Tyler Lydon,,PF,22.0,2,NBA,DEN,25,0.0,94.0,3.4,6.9,0.5,1.5,3.8,0.4,1.9,3.1,0.625,0.4,1.1,0.333,2.7,4.2,6.9,2.3,0.8,0.0,1.5,3.8,8.8
28244,2019,4457,Tyler Ulis,,PG,23.0,3,NBA,CHI,1,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28245,2019,4136,Tyler Zeller,,C,29.0,7,NBA,TOT,6,1.0,93.0,6.2,11.6,0.533,0.0,0.4,0.0,6.2,11.2,0.552,5.4,7.0,0.778,4.3,5.0,9.3,1.5,0.4,1.2,1.5,7.7,17.8
28246,2019,4136,Tyler Zeller,,C,29.0,7,NBA,ATL,2,0.0,11.0,0.0,6.5,0.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,,6.5,13.1,19.6,3.3,0.0,0.0,0.0,13.1,0.0
28247,2019,4136,Tyler Zeller,,C,29.0,7,NBA,MEM,4,1.0,82.0,7.0,12.3,0.571,0.0,0.0,,7.0,12.3,0.571,6.1,7.9,0.778,4.0,4.0,7.9,1.3,0.4,1.3,1.8,7.0,20.2
28248,2019,3912,Tyreke Evans,,SG,29.0,10,NBA,IND,69,18.0,1402.0,6.6,16.9,0.389,2.0,5.5,0.356,4.6,11.4,0.405,3.0,4.1,0.719,0.8,4.3,5.2,4.3,1.5,0.5,3.0,3.0,18.1
28249,2019,4575,Tyrone Wallace,,PG,24.0,2,NBA,LAC,62,0.0,628.0,5.3,12.4,0.424,0.2,1.1,0.211,5.0,11.4,0.444,1.7,3.3,0.526,1.1,4.6,5.8,2.4,1.2,0.4,2.1,4.8,12.5
28250,2019,3360,Tyson Chandler,,C,36.0,18,NBA,TOT,55,6.0,875.0,2.5,4.1,0.616,0.0,0.0,0.0,2.5,4.0,0.622,2.1,3.6,0.586,3.8,8.8,12.6,1.5,0.9,0.9,1.7,4.5,7.1
28251,2019,3360,Tyson Chandler,,C,36.0,18,NBA,PHO,7,0.0,89.0,3.2,4.9,0.667,0.0,0.0,,3.2,4.9,0.667,4.0,7.3,0.556,2.8,12.9,15.8,2.4,0.8,0.4,2.8,8.5,10.5
28252,2019,3360,Tyson Chandler,,C,36.0,18,NBA,LAL,48,6.0,786.0,2.4,4.0,0.609,0.0,0.0,0.0,2.4,3.9,0.616,1.9,3.2,0.594,3.9,8.4,12.3,1.4,0.9,1.0,1.6,4.1,6.7
28253,2019,4370,Tyus Jones,,PG,22.0,4,NBA,MIN,68,23.0,1560.0,4.3,10.3,0.415,0.9,2.9,0.317,3.3,7.4,0.453,1.3,1.6,0.841,0.5,2.6,3.1,7.5,1.9,0.1,1.1,1.8,10.8
28254,2019,3491,Udonis Haslem,,C,38.0,16,NBA,MIA,10,1.0,74.0,5.4,16.1,0.333,0.0,5.8,0.0,5.4,10.2,0.524,1.5,1.9,0.75,1.5,11.7,13.1,1.0,0.0,0.0,1.5,4.4,12.2
28255,2019,4217,Victor Oladipo,,SG,26.0,6,NBA,IND,36,36.0,1147.0,7.8,18.5,0.423,2.3,6.8,0.343,5.5,11.7,0.47,3.2,4.4,0.73,0.7,5.7,6.3,5.8,1.9,0.3,2.6,2.3,21.2
28256,2019,3166,Vince Carter,,PF,42.0,21,NBA,ATL,76,9.0,1330.0,5.3,12.7,0.419,3.3,8.6,0.389,2.0,4.1,0.48,1.3,1.8,0.712,0.8,4.4,5.3,2.4,1.2,0.7,1.3,3.8,15.2
28257,2019,4681,Vince Edwards,,SF,22.0,1,NBA,HOU,2,0.0,16.0,2.3,9.0,0.25,2.3,9.0,0.25,0.0,0.0,,0.0,0.0,,2.3,2.3,4.5,0.0,0.0,0.0,0.0,0.0,6.8
28258,2019,4458,Wade Baldwin,,PG,22.0,3,NBA,POR,16,0.0,94.0,3.8,12.6,0.303,0.8,3.4,0.222,3.1,9.2,0.333,3.1,4.2,0.727,0.8,5.0,5.7,4.6,0.4,0.8,5.4,4.2,11.5
28259,2019,4577,Walt Lemon Jr.,,PG,26.0,2,NBA,CHI,6,3.0,167.0,8.2,18.8,0.437,0.4,1.1,0.4,7.8,17.7,0.439,1.7,2.4,0.727,0.9,5.0,5.8,6.5,2.4,0.2,2.2,3.0,18.5
28260,2019,3913,Wayne Ellington,,SG,31.0,10,NBA,TOT,53,38.0,1297.0,5.1,12.7,0.403,3.8,10.3,0.371,1.3,2.4,0.541,1.1,1.4,0.796,0.4,2.6,3.0,2.0,1.5,0.2,1.1,2.6,15.1
28261,2019,3913,Wayne Ellington,,SG,31.0,10,NBA,MIA,25,12.0,533.0,4.7,12.4,0.375,3.8,10.5,0.368,0.8,2.0,0.414,0.9,1.1,0.875,0.4,2.8,3.2,2.0,1.6,0.2,0.9,2.7,14.1
28262,2019,3913,Wayne Ellington,,SG,31.0,10,NBA,DET,28,26.0,764.0,5.4,12.9,0.421,3.8,10.2,0.373,1.6,2.6,0.607,1.2,1.6,0.758,0.4,2.5,2.8,2.0,1.4,0.1,1.2,2.5,15.8
28263,2019,4459,Wayne Selden,,SG,24.0,3,NBA,TOT,75,13.0,1439.0,4.9,12.1,0.406,1.4,4.4,0.316,3.5,7.7,0.456,1.7,2.3,0.728,0.9,3.6,4.5,2.7,0.8,0.3,2.0,3.3,12.9
28264,2019,4459,Wayne Selden,,SG,24.0,3,NBA,MEM,32,0.0,455.0,5.1,12.7,0.404,1.6,5.0,0.317,3.6,7.8,0.459,1.7,2.3,0.759,1.3,2.2,3.5,2.8,0.8,0.5,1.8,3.8,13.6
28265,2019,4459,Wayne Selden,,SG,24.0,3,NBA,CHI,43,13.0,984.0,4.8,11.8,0.407,1.3,4.1,0.315,3.5,7.7,0.455,1.6,2.3,0.714,0.8,4.2,5.0,2.7,0.8,0.3,2.0,3.0,12.5
28266,2019,4682,Wendell Carter Jr.,,C,19.0,1,NBA,CHI,44,44.0,1110.0,5.8,12.0,0.485,0.2,1.0,0.188,5.6,11.0,0.513,2.9,3.6,0.795,2.8,7.1,10.0,2.5,0.8,1.9,2.1,4.9,14.8
28267,2019,4578,Wes Iwundu,,SF,24.0,2,NBA,ORL,68,13.0,1233.0,3.3,8.0,0.412,0.8,2.3,0.367,2.5,5.7,0.431,2.5,3.0,0.816,1.1,4.3,5.4,2.1,0.8,0.6,1.3,3.6,9.9
28268,2019,3978,Wesley Johnson,,SF,31.0,9,NBA,TOT,38,13.0,534.0,3.0,8.6,0.352,1.7,5.1,0.329,1.3,3.5,0.385,0.9,1.3,0.684,0.8,4.0,4.9,1.6,0.9,0.8,1.2,4.2,8.6
